Time,PLCCellID_CE,PLCCellIDClass_CE,PLCTrayID_CE,K_Value,3.45V_mAH,3.5-2.8V_mAH,acirVP12_CE,acirRP12_CE
2026/8/25 04:36,MW2038B16514,B47,A22252,-0.09516,54585.3,51885.4,3.25E+00,5.10E-04
2026/8/25 04:36,MW2038B16510,B47,A20075,-0.02084,53750.8,54660.9,3.25E+00,6.10E-04
2026/8/25 04:36,MW2038B13729,B45,A22252,-0.08262,50625.1,49970.1,3.25E+00,5.30E-04
2026/8/25 04:35,MW2038B16511,B47,A20075,-0.06107,51933.9,53660.7,3.25E+00,6.10E-04
2026/8/25 04:35,MW2038B13728,B45,A22252,-0.0422,54798.9,50030.5,3.25E+00,5.20E-04
2026/8/25 04:35,MW2038B16512,A47,A20075,-0.09945,53214.8,52611.6,3.25E+00,6.10E-04
2026/8/25 04:35,MW2038B13727,D45,A22252,-0.09816,51970.7,53940.7,3.25E+00,5.40E-04
2026/8/25 04:35,MW2038B16513,A47,A20075,-0.07112,52393.2,53280.4,3.25E+00,6.10E-04
2026/8/25 04:33,MW2038B13726,B45,A22252,-0.0474,50475.6,49834.8,3.25E+00,5.20E-04
2026/8/25 04:32,MW2038B16631,A47,A20075,-0.09848,52990.1,54392.4,3.25E+00,6.30E-04
2026/8/25 04:32,MW2038B03463,A48,A00207,-0.09785,53749.9,53417.7,3.24E+00,5.40E-04
2026/8/25 04:32,MW2038B16630,B47,A20075,-0.03431,52626.7,51920.6,3.25E+00,6.30E-04
2026/8/25 04:32,MW2038B07535,A49,A00207,-0.0989,51016.2,50402.2,3.24E+00,5.30E-04
2026/8/25 04:32,MW2038B16491,A47,A20075,-0.08869,53295.8,53302.9,3.25E+00,6.10E-04
2026/8/25 04:31,MW2038B07115,A48,A00207,-0.0264,54821.4,53851.3,3.24E+00,5.10E-04
2026/8/25 04:31,MW2038B16493,A47,A20075,-0.03967,50332.9,52602.2,3.25E+00,6.00E-04
2026/8/25 04:31,MW2038B13722,B45,A20075,-0.08521,53354.3,54041.9,3.25E+00,6.30E-04
2026/8/25 04:30,MW2038B13723,D44,A20075,-0.02501,54172.2,53380.9,3.25E+00,6.20E-04
2026/8/25 04:30,MW2038B13724,B45,A20075,-0.0143,51632.9,54022.4,3.25E+00,6.20E-04
2026/8/25 04:30,MW2038B13725,B44,A20075,-0.03648,50877.3,50760.2,3.25E+00,6.10E-04
2026/8/25 04:29,MW2038B03469,A48,A16539,-0.03907,54496.5,53647.5,3.24E+00,6.20E-04
2026/8/25 04:29,MW2038B06982,A47,A00207,-0.02139,53031.3,53550.1,3.25E+00,5.30E-04
2026/8/25 04:29,MW2038B06870,A48,A16539,-0.08962,51755.1,54226.2,3.24E+00,6.20E-04
2026/8/25 04:29,MW2038B07113,A47,A00207,-0.04977,52475.7,54757.3,3.24E+00,5.30E-04
2026/8/25 04:28,MW2038B06869,A48,A16539,-0.02562,50426.1,50307.9,3.24E+00,5.90E-04
2026/8/25 04:28,MW2038B07114,A47,A00207,-0.0473,52551.6,49414.9,3.24E+00,5.10E-04
2026/8/25 04:28,MW2038B07135,A48,A16539,-0.04088,51796.1,49821.4,3.24E+00,6.10E-04
2026/8/25 04:28,MW2038B06983,A47,A00207,-0.01111,50567.6,53856.3,3.24E+00,5.20E-04
2026/8/25 04:28,MW2039B15340,B47,A16539,-0.06543,53468.8,53305.8,3.24E+00,6.10E-04
2026/8/25 04:27,MW2038B06984,B47,A00207,-0.07174,51485.2,51522.9,3.24E+00,5.20E-04
2026/8/25 04:27,MW2039B15344,B48,A16539,-0.05562,54123.9,53330.5,3.24E+00,6.00E-04
2026/8/25 04:27,MW2038B06977,B47,A00207,-0.08914,51745.3,49393.1,3.24E+00,5.10E-04
2026/8/25 04:27,MW2039B15343,D47,A16539,-0.02917,52051.6,50732.5,3.24E+00,6.10E-04
2026/8/25 04:26,MW2038B07111,A47,A00207,-0.08955,54690.5,54582.1,3.24E+00,5.30E-04
2026/8/25 04:26,MW2038B09796,A49,A16539,-0.06775,51856.6,51862.7,3.24E+00,5.90E-04
2026/8/25 04:26,MW2038B07110,A47,A00207,-0.06775,50681.5,53452.4,3.24E+00,5.30E-04
2026/8/25 04:26,MW2038B09795,A49,A16539,-0.03924,51494.3,50041.3,3.24E+00,5.90E-04
2026/8/25 04:25,MW2038B07105,A47,A00207,-0.05846,52131.4,50018.5,3.24E+00,5.10E-04
2026/8/25 04:25,MW2038B09805,A48,A16539,-0.04994,53676.4,53034.1,3.25E+00,5.90E-04
2026/8/25 04:25,MW2038B07724,A47,A19248,-0.06341,53869.6,54344.7,3.25E+00,5.50E-04
2026/8/25 04:25,MW2038B07132,A48,A16539,-0.09646,52917.5,52690.4,3.24E+00,6.10E-04
2026/8/25 04:25,MW2038B07728,A47,A19248,-0.02219,51256.1,49567.5,3.24E+00,5.40E-04
2026/8/25 04:25,MW2039B18204,A47,A16539,-0.01105,50411.7,51885.1,3.24E+00,6.00E-04
2026/8/25 04:24,MW2038B07729,A46,A19248,-0.07109,51335.7,54899.9,3.25E+00,5.30E-04
2026/8/25 04:24,MW2039B18320,A46,A13745,-0.09083,52499.7,51486.7,3.24E+00,6.00E-04
2026/8/25 04:24,MW2038B07572,A45,A13745,-0.0717,52658.9,49471.3,3.25E+00,6.30E-04
2026/8/25 04:24,MW2038B11686,A46,A19248,-0.07583,54681.6,52193.8,3.25E+00,4.80E-04
2026/8/25 04:23,MW2038B09876,C47,A13745,-0.01805,54223.8,50292.4,3.24E+00,6.20E-04
2026/8/25 04:23,MW2038B11690,A47,A19248,-0.03135,51869.4,54701.9,3.25E+00,5.00E-04
2026/8/25 04:23,MW2038B09877,C46,A13745,-0.06174,54489.5,52130.9,3.24E+00,6.30E-04
2026/8/25 04:23,MW2038B11689,A46,A19248,-0.05766,52554.1,50360.7,3.25E+00,4.90E-04
2026/8/25 04:23,MW2038B09878,C47,A13745,-0.031,53179.7,49437.5,3.24E+00,6.20E-04
2026/8/25 04:22,MW2038B11688,A46,A19248,-0.05334,52194.1,54690.2,3.25E+00,5.00E-04
2026/8/25 04:22,MW2038B09892,C47,A13745,-0.05317,52883.6,49814.5,3.25E+00,6.20E-04
2026/8/25 04:22,MW2038B11687,A46,A19248,-0.05296,53424.8,51256.6,3.24E+00,4.90E-04
2026/8/25 04:22,MW2038B09891,C47,A13745,-0.01785,51348.7,52366.1,3.24E+00,6.20E-04
2026/8/25 04:21,MW2038B11685,A46,A19248,-0.09442,53971.3,54179.1,3.25E+00,4.80E-04
2026/8/25 04:21,MW2038B09889,C47,A13745,-0.05658,51549.8,53882.1,3.24E+00,6.10E-04
2026/8/25 04:21,MW2038B03567,A48,A19248,-0.05986,51087.8,52293.3,3.25E+00,5.30E-04
2026/8/25 04:21,MW2038B09890,C47,A13745,-0.07291,52350.4,52708.3,3.24E+00,6.10E-04
2026/8/25 04:20,MW2038B05241,A47,A19248,-0.02606,51660.8,51660.6,3.25E+00,5.20E-04
2026/8/25 04:20,MW2038B11669,A47,A13745,-0.01549,52673.5,49752.8,3.24E+00,5.90E-04
2026/8/25 04:20,MW2038B11670,A47,A13745,-0.0825,53137.8,52402.7,3.24E+00,5.90E-04
2026/8/25 04:20,MW2039B15126,C47,A19248,-0.03127,52778.2,54466.2,3.25E+00,4.90E-04
2026/8/25 04:19,MW2039B18220,A47,A10642,-0.05222,50759.9,52587.2,3.24E+00,5.20E-04
2026/8/25 04:19,MW2039B18229,A48,A10642,-0.05159,54116.2,51089.7,3.25E+00,5.10E-04
2026/8/25 04:18,MW2038B11671,A47,A13745,-0.03797,52445.7,49628.1,3.24E+00,5.90E-04
2026/8/25 04:18,MW2039B18228,A48,A10642,-0.02667,51917.8,52165.1,3.24E+00,5.00E-04
2026/8/25 04:18,MW2038B07575,C46,A04485,-0.02987,54506.5,52525.6,3.24E+00,6.30E-04
2026/8/25 04:18,MW2038B11836,C47,A10642,-0.05011,50857.5,52590.4,3.25E+00,5.10E-04
2026/8/25 04:18,MW2038B07571,A46,A04485,-0.0716,50463.5,51204.2,3.24E+00,6.20E-04
2026/8/25 04:17,MW2038B11848,C47,A10642,-0.0254,54550.1,49809.7,3.25E+00,5.10E-04
2026/8/25 04:17,MW2038B11849,C47,A10642,-0.01703,54460.8,53604.9,3.25E+00,5.20E-04
2026/8/25 04:17,MW2038B07576,C46,A04485,-0.09799,50656.8,49785.1,3.24E+00,6.30E-04
2026/8/25 04:16,MW2038B11850,A47,A10642,-0.04014,54687.1,50320.8,3.25E+00,5.20E-04
2026/8/25 04:16,MW2038B00265,C46,A04485,-0.04187,53339.2,54617.1,3.24E+00,6.40E-04
2026/8/25 04:16,MW2038B11851,A47,A10642,-0.09122,52534.7,53292.3,3.25E+00,5.10E-04
2026/8/25 04:16,MW2038B00161,A46,A04485,-0.07154,52258.6,50559.2,3.25E+00,6.40E-04
2026/8/25 04:16,MW2038B11852,C47,A10642,-0.0852,53563.5,51041.1,3.25E+00,5.20E-04
2026/8/25 04:16,MW2038B00162,A45,A04485,-0.05622,52632.1,54764.9,3.25E+00,8.00E-04
2026/8/25 04:15,MW2038B11853,C47,A10642,-0.07162,50393.4,51440.5,3.25E+00,5.30E-04
2026/8/25 04:15,MW2038B00163,A46,A04485,-0.06074,52933.3,52450.8,3.24E+00,6.00E-04
2026/8/25 04:15,MW2038B00167,A46,A04485,-0.08056,53327.9,53127.7,3.25E+00,7.70E-04
2026/8/25 04:15,MW2038B11856,C47,A10642,-0.06445,53009.3,51414.2,3.25E+00,5.30E-04
2026/8/25 04:14,MW2038B00166,A47,A04485,-0.09559,51159.8,53224.5,3.25E+00,6.50E-04
2026/8/25 04:14,MW2038B11672,C47,A10642,-0.03849,52736.9,52525.5,3.24E+00,4.90E-04
2026/8/25 04:14,MW2038B09862,A47,A04485,-0.05578,53855.8,52501.9,3.25E+00,6.10E-04
2026/8/25 04:14,MW2038B06867,A47,A07782,-0.03107,52927.3,52909.4,3.24E+00,5.10E-04
2026/8/25 04:14,MW2038B09861,A47,A04485,-0.08282,51724.1,52290.8,3.24E+00,5.90E-04
2026/8/25 04:13,MW2038B03490,A48,A07782,-0.09832,52852.9,53739.5,3.24E+00,5.30E-04
2026/8/25 04:13,MW2038B03485,A48,A07782,-0.06327,51298.8,53487.7,3.24E+00,5.00E-04
2026/8/25 04:12,MW2038B07137,A47,A07782,-0.09781,54950.6,52108.6,3.25E+00,5.30E-04
2026/8/25 04:12,MW2038B11386,A48,A25064,-0.0811,53313.5,49928.5,3.24E+00,6.00E-04
2026/8/25 04:12,MW2038B06884,A47,A07782,-0.05149,50565.5,52125.6,3.24E+00,5.30E-04
2026/8/25 04:12,MW2038B09746,A49,A25064,-0.03988,50911.8,49271.8,3.24E+00,6.00E-04
2026/8/25 04:12,MW2038B06904,A48,A07782,-0.09152,50467.9,54672.4,3.24E+00,5.30E-04
2026/8/25 04:11,MW2038B09764,A49,A25064,-0.02797,52295.7,53093.4,3.24E+00,5.70E-04
2026/8/25 04:11,MW2038B06889,A47,A07782,-0.06677,52766.1,54404.4,3.24E+00,5.50E-04
2026/8/25 04:11,MW2038B09812,A48,A25064,-0.05028,53013.7,51978.9,3.24E+00,6.10E-04
2026/8/25 04:11,MW2038B07009,A48,A07782,-0.09784,51764.1,50654.1,3.25E+00,5.40E-04
2026/8/25 04:10,MW2038B09811,A49,A25064,-0.05075,52389.5,50962.9,3.24E+00,6.20E-04
2026/8/25 04:10,MW2038B06858,A47,A07782,-0.04235,54822.4,51890.6,3.25E+00,5.30E-04
2026/8/25 04:10,MW2038B09759,A48,A25064,-0.04707,53723.3,50422.8,3.24E+00,5.80E-04
2026/8/25 04:10,MW2038B06857,A47,A07782,-0.04486,50339.6,49294.4,3.25E+00,5.20E-04
2026/8/25 04:10,MW2039B18257,A48,A25064,-0.03617,50817.7,53651.5,3.24E+00,6.00E-04
2026/8/25 04:09,MW2038B06856,B47,A07782,-0.09482,50548.8,54917.8,3.25E+00,5.10E-04
2026/8/25 04:09,MW2039B18186,A48,A25064,-0.08178,51390.4,53895.5,3.24E+00,6.30E-04
2026/8/25 04:09,MW2038B06855,A47,A07782,-0.0741,53353.9,51637.7,3.25E+00,5.30E-04
2026/8/25 04:09,MW2039B18185,A48,A25064,-0.03149,54651.7,50767.9,3.24E+00,6.00E-04
2026/8/25 04:08,MW2038B11837,A46,A25064,-0.05559,54686.3,49633.4,3.25E+00,6.10E-04
2026/8/25 04:08,MW2038B03504,C47,A19729,-0.04055,50599.3,49812.2,3.24E+00,5.00E-04
2026/8/25 04:08,MW2038B11839,A47,A25064,-0.09518,54792.9,50594.4,3.25E+00,6.00E-04
2026/8/25 04:08,MW2038B03505,C47,A19729,-0.09251,52306.5,53479.6,3.24E+00,5.50E-04
2026/8/25 04:08,MW2038B11838,A47,A25064,-0.07489,50923.3,51975.5,3.25E+00,6.20E-04
2026/8/25 04:07,MW2038B03506,A47,A19729,-0.0419,54789.5,54799.4,3.24E+00,4.90E-04
2026/8/25 04:07,MW2038B00185,A47,A12855,-0.01826,53252.5,51966.8,3.24E+00,5.90E-04
2026/8/25 04:07,MW2038B07684,A47,A19729,-0.0994,53581.2,54946.1,3.24E+00,5.30E-04
2026/8/25 04:07,MW2038B00189,A47,A12855,-0.07127,51602.8,50965.2,3.24E+00,5.70E-04
2026/8/25 04:07,MW2038B07685,A47,A19729,-0.03796,54734.2,49764.1,3.25E+00,5.40E-04
2026/8/25 04:06,MW2038B00190,A47,A12855,-0.0546,54582.6,50206.3,3.24E+00,5.90E-04
2026/8/25 04:06,MW2038B07688,A47,A19729,-0.02183,53110.4,54982.7,3.25E+00,5.40E-04
2026/8/25 04:06,MW2038B07687,C47,A19729,-0.03727,53730.4,50820.9,3.25E+00,5.30E-04
2026/8/25 04:05,MW2038B07686,C47,A19729,-0.04816,50576.4,52345.6,3.24E+00,5.40E-04
2026/8/25 04:05,MW2038B07566,A47,A19729,-0.09669,54073.3,53099.5,3.24E+00,5.20E-04
2026/8/25 04:04,MW2038B07734,A46,A12855,-0.05168,50405.8,50554.9,3.24E+00,6.00E-04
2026/8/25 04:04,MW2038B09857,A47,A19729,-0.07881,53878.4,51597.2,3.25E+00,4.70E-04
2026/8/25 04:04,MW2038B07732,A47,A12855,-0.0687,52418.2,53513.3,3.25E+00,6.40E-04
2026/8/25 04:04,MW2038B09858,A47,A19729,-0.07716,54467.3,51106.4,3.24E+00,4.80E-04
2026/8/25 04:04,MW2038B07731,A47,A12855,-0.04084,53268.3,49993.5,3.25E+00,6.30E-04
2026/8/25 04:03,MW2038B09859,C47,A19729,-0.04194,54097.4,51485.1,3.24E+00,5.20E-04
2026/8/25 04:03,MW2038B07730,C47,A12855,-0.084,52394.9,54929.3,3.24E+00,6.30E-04
2026/8/25 04:03,MW2038B00186,A47,A20892,-0.0219,52167.5,52195.9,3.24E+00,4.90E-04
2026/8/25 04:03,MW2038B07726,A48,A12855,-0.04199,53065.6,52247.2,3.24E+00,6.30E-04
2026/8/25 04:02,MW2038B00188,A47,A20892,-0.06938,52487.2,53748.6,3.24E+00,4.70E-04
2026/8/25 04:02,MW2038B00146,A47,A12855,-0.041,52140.9,52706.5,3.24E+00,6.30E-04
2026/8/25 04:02,MW2038B00187,A47,A20892,-0.06766,53653.4,53548.1,3.24E+00,4.90E-04
2026/8/25 04:02,MW2038B00148,A46,A12855,-0.01045,54888.6,53825.7,3.24E+00,6.10E-04
2026/8/25 04:02,MW2038B00392,AC20,A20892,-0.04431,52733.4,53525.4,3.24E+00,8.40E-04
2026/8/25 04:02,MW2038B00150,A47,A12855,-0.02802,52852.2,52539.3,3.24E+00,6.60E-04
2026/8/25 04:01,MW2038B00393,A48,A20892,-0.01655,54030.9,53009.3,3.24E+00,5.60E-04
2026/8/25 04:01,MW2038B07714,A48,A12197,-0.05769,51344.7,52080.4,3.24E+00,6.00E-04
2026/8/25 04:01,MW2038B00394,A48,A20892,-0.02217,53946.6,51825.9,3.24E+00,5.40E-04
2026/8/25 04:00,MW2038B00395,A48,A20892,-0.0622,52185.1,49261.8,3.24E+00,5.20E-04
2026/8/25 04:00,MW2038B00396,A48,A20892,-0.05296,54590.9,50980.3,3.24E+00,5.30E-04
2026/8/25 04:00,MW2038B07713,A48,A12197,-0.03443,50326.1,54246.5,3.24E+00,6.40E-04
2026/8/25 04:00,MW2038B00398,A48,A20892,-0.0963,51437.7,52713.2,3.24E+00,5.30E-04
2026/8/25 03:59,MW2038B07712,C48,A12197,-0.05429,52322.8,54519.7,3.24E+00,6.20E-04
2026/8/25 03:59,MW2038B00397,A48,A20892,-0.0393,50743.2,53878.7,3.24E+00,5.20E-04
2026/8/25 03:59,MW2038B11484,A47,A12197,-0.0641,53291.1,54289.8,3.25E+00,6.30E-04
2026/8/25 03:59,MW2038B00155,A47,A20892,-0.03195,53586.4,51808.6,3.24E+00,5.10E-04
2026/8/25 03:58,MW2038B03502,A47,A12197,-0.01551,51057.6,49517.7,3.24E+00,6.20E-04
2026/8/25 03:58,MW2038B07720,A47,A20892,-0.05628,52178.2,49615.5,3.24E+00,5.30E-04
2026/8/25 03:58,MW2038B03501,A47,A12197,-0.0801,50413.2,51705.3,3.24E+00,6.10E-04
2026/8/25 03:58,MW2038B07681,A46,A17183,-0.04863,53222.5,53773.7,3.24E+00,5.20E-04
2026/8/25 03:58,MW2038B03500,A47,A12197,-0.08797,51888.2,51504.4,3.24E+00,6.00E-04
2026/8/25 03:57,MW2038B07683,A46,A17183,-0.08198,50990.4,54104.4,3.25E+00,5.30E-04
2026/8/25 03:57,MW2038B03503,O,A12197,-0.07438,53076.5,50115.5,0.00E+00,0.00E+00
2026/8/25 03:57,MW2038B07683,A46,A17183,-0.08293,52287.6,50739.9,3.25E+00,5.30E-04
2026/8/25 03:57,MW2038B07682,A46,A17183,-0.07162,53861.9,54674.8,3.25E+00,5.20E-04
2026/8/25 03:56,MW2038B00203,CLL,A17183,-0.06375,54611.8,54899.8,3.25E+00,9.30E-04
2026/8/25 03:56,MW2038B00202,A47,A17183,-0.08208,54385.8,53029.6,3.24E+00,6.60E-04
2026/8/25 03:55,MW2038B00200,A47,A17183,-0.09766,53400.5,53490.4,3.24E+00,5.60E-04
2026/8/25 03:55,MW2038B00196,KGH,A17183,-0.0247,50748.7,50441.5,3.24E+00,4.70E-04
2026/8/25 03:54,MW2038B00197,A47,A17183,-0.05348,54299.7,54466.9,3.24E+00,4.80E-04
2026/8/25 03:54,MW2038B07725,A47,A17183,-0.08472,51341.5,49897.8,3.25E+00,5.20E-04
2026/8/25 03:53,MW2038B00151,C46,A17183,-0.0564,51094.9,50692.9,3.24E+00,5.10E-04
2026/8/25 03:53,MW2038B00152,A47,A17183,-0.0789,54043.5,51567.4,3.24E+00,5.30E-04
2026/8/25 03:52,MW2038B00149,A46,A17183,-0.01037,53652.7,50939.4,3.24E+00,6.10E-04
2026/8/25 03:52,MW2038B07715,A48,A13621,-0.08047,53497.6,51189.4,3.24E+00,5.30E-04
2026/8/25 03:52,MW2038B07716,A47,A13621,-0.06872,53193.9,52797.9,3.24E+00,5.50E-04
2026/8/25 03:51,MW2038B07718,A47,A13621,-0.09561,54972.8,51793.9,3.25E+00,5.40E-04
2026/8/25 03:51,MW2038B09863,A47,A13621,-0.06924,52690.6,54313.5,3.25E+00,5.10E-04
2026/8/25 03:50,MW2038B09864,A47,A13621,-0.05202,52341.3,49452.8,3.25E+00,5.30E-04
2026/8/25 03:50,MW2038B09802,A47,A13621,-0.0562,53357.6,53405.9,3.25E+00,4.90E-04
2026/8/25 03:49,MW2038B09801,A47,A13621,-0.0153,51303.6,53206.7,3.25E+00,5.20E-04
2026/8/25 03:49,MW2038B09800,A47,A13621,-0.0833,50697.4,51460.4,3.25E+00,5.00E-04
2026/8/25 03:48,MW2038B07691,C47,A13621,-0.05678,54405.7,52056.1,3.25E+00,5.30E-04
2026/8/25 03:48,MW2038B03467,A47,A13621,-0.02773,52522.9,53585.3,3.24E+00,5.40E-04
2026/8/25 03:47,MW2038B03456,O,A13621,-0.08945,52908.8,53586.6,0.00E+00,0.00E+00
2026/8/25 03:47,MW2038B03499,O,A12197,-0.03338,51053.3,54707.2,0.00E+00,0.00E+00
2026/8/25 03:47,MW2038B03507,C47,A13621,-0.01326,54340.2,50141.4,3.24E+00,5.10E-04
2026/8/25 03:47,MW2038B05082,A47,A12197,-0.03867,52698.5,51356.7,3.24E+00,6.30E-04
2026/8/25 03:46,MW2038B11426,A48,A15748,-0.0333,54344.8,52217.6,3.24E+00,5.10E-04
2026/8/25 03:46,MW2038B11429,A49,A15748,-0.03719,51572.2,53410.2,3.24E+00,5.20E-04
2026/8/25 03:41,MW2038B11353,B47,A17777,-0.0918,52588.1,52829.8,3.25E+00,6.20E-04
2026/8/25 03:41,MW2038B11430,A48,A15748,-0.06383,54847.1,50235.6,3.24E+00,5.00E-04
2026/8/25 03:39,MW2038B05186,B45,A17777,-0.001,51027.2,52024.9,3.25E+00,6.20E-04
2026/8/25 03:39,MW2038B07719,A48,A15748,-0.02669,53363.5,54741.7,3.25E+00,5.30E-04
2026/8/25 03:38,MW2038B11472,CLL,A17777,-0.02469,52325.5,51691.5,3.27E+00,1.16E-03
2026/8/25 03:38,MW2038B07558,A47,A15748,-0.05529,54081.5,52472.6,3.25E+00,5.60E-04
2026/8/25 03:38,MW2038B07573,A47,A15748,-0.09439,50975.8,50735.1,3.25E+00,5.50E-04
2026/8/25 03:37,MW2038B11473,A44,A17777,-0.08327,52418.3,52175.8,3.25E+00,6.70E-04
2026/8/25 03:37,MW2038B07574,A47,A15748,-0.0589,53846.9,53370.6,3.24E+00,5.40E-04
2026/8/25 03:36,MW2038B07574,A47,A15748,-0.03177,51464.4,51687.8,3.24E+00,5.40E-04
2026/8/25 03:36,MW2038B11412,O,A17777,-0.0964,52361.5,52006.2,0.00E+00,0.00E+00
2026/8/25 03:34,MW2038B07574,A47,A15748,-0.09856,50409.2,51525.9,3.24E+00,5.40E-04
2026/8/25 03:34,MW2038B11412,O,A17777,-0.03415,52956.5,50385.1,0.00E+00,0.00E+00
2026/8/25 03:33,MW2038B00191,A47,A15748,-0.0971,52270.3,53571.3,3.24E+00,4.70E-04
2026/8/25 03:33,MW2038B00083,A47,A15748,-0.01444,53628.8,54791.2,3.24E+00,5.70E-04
2026/8/25 03:32,MW2038B09913,A47,A17777,-0.05283,52998.6,49819.5,3.25E+00,6.10E-04
2026/8/25 03:32,MW2038B11570,C48,A15748,-0.07246,52083.9,49704.8,3.24E+00,5.20E-04
2026/8/25 03:32,MW2039B18390,A47,A17777,-0.08044,50672.2,53190.1,3.24E+00,6.00E-04
2026/8/25 03:32,MW2038B05080,A47,A15748,-0.06461,53721.1,54475.7,3.24E+00,5.10E-04
2026/8/25 03:32,MW2038B09928,A47,A17777,-0.01433,53142.7,49411.1,3.25E+00,6.30E-04
2026/8/25 03:31,MW2038B09943,A47,A17777,-0.0547,52825.9,50759.9,3.25E+00,6.40E-04
2026/8/25 03:31,MW2038B07839,A47,A17777,-0.07111,53784.7,54723.9,3.25E+00,6.00E-04
2026/8/25 03:31,MW2038B09940,A47,A07469,-0.09896,50850.8,50833.2,3.25E+00,5.40E-04
2026/8/25 03:30,MW2038B07840,A48,A17777,-0.04081,52346.3,54490.6,3.24E+00,6.00E-04
2026/8/25 03:30,MW2038B09941,A47,A07469,-0.03624,54442.1,52976.5,3.25E+00,5.50E-04
2026/8/25 03:30,MW2038B07841,C48,A17777,-0.06194,51275.5,50519.6,3.24E+00,6.00E-04
2026/8/25 03:30,MW2038B09942,A47,A07469,-0.0681,54290.5,49898.1,3.25E+00,5.40E-04
2026/8/25 03:30,MW2038B09939,A47,A21581,-0.02633,53577.4,51375.8,3.25E+00,6.20E-04
2026/8/25 03:29,MW2038B11438,A48,A07469,-0.04784,51534.9,51646.1,3.25E+00,5.30E-04
2026/8/25 03:29,MW2038B09938,A47,A21581,-0.0993,52960.7,53140.4,3.25E+00,6.20E-04
2026/8/25 03:29,MW2038B11437,A48,A07469,-0.03003,54293.8,51113.7,3.25E+00,5.40E-04
2026/8/25 03:29,MW2038B09937,A47,A21581,-0.03321,52534.4,54298.3,3.25E+00,6.20E-04
2026/8/25 03:28,MW2038B11436,A48,A07469,-0.05138,52484.4,50958.6,3.25E+00,5.40E-04
2026/8/25 03:28,MW2038B09893,A47,A21581,-0.08567,51359.4,51847.3,3.25E+00,6.10E-04
2026/8/25 03:28,MW2038B00082,A47,A07469,-0.05023,53857.8,50341.9,3.24E+00,5.70E-04
2026/8/25 03:28,MW2038B09895,A47,A21581,-0.04058,51718.2,52656.8,3.25E+00,6.20E-04
2026/8/25 03:28,MW2038B11957,A46,A07469,-0.09723,52760.6,51756.9,3.25E+00,4.90E-04
2026/8/25 03:27,MW2038B09894,A46,A21581,-0.03818,53775.3,53214.3,3.25E+00,6.20E-04
2026/8/25 03:27,MW2038B11959,A46,A07469,-0.07773,54192.4,53460.1,3.25E+00,4.90E-04
2026/8/25 03:27,MW2038B07843,C47,A21581,-0.07126,53463.9,54662.5,3.24E+00,5.90E-04
2026/8/25 03:27,MW2038B11958,A46,A07469,-0.06664,50599.8,50743.5,3.25E+00,5.00E-04
2026/8/25 03:27,MW2038B11811,C47,A21581,-0.04864,53359.5,50739.8,3.25E+00,6.00E-04
2026/8/25 03:26,MW2038B11963,C47,A21581,-0.08581,51923.3,53820.7,3.25E+00,5.90E-04
2026/8/25 03:26,MW2038B11960,C47,A07469,-0.06955,51153.8,51071.8,3.24E+00,5.00E-04
2026/8/25 03:26,MW2038B11468,CLL,A21581,-0.01587,51119.2,52733.4,3.26E+00,1.57E-03
2026/8/25 03:26,MW2038B11961,C47,A07469,-0.0566,50915.9,53942.7,3.24E+00,5.10E-04
2026/8/25 03:25,MW2038B00420,B47,A05331,-0.01243,50546.4,54851.8,3.24E+00,5.40E-04
2026/8/25 03:25,MW2038B11824,A47,A05331,-0.04982,50861.5,50627.6,3.25E+00,5.10E-04
2026/8/25 03:24,MW2038B11825,A47,A05331,-0.09715,50546.6,52203.5,3.25E+00,5.20E-04
2026/8/25 03:24,MW2038B11821,A47,A05331,-0.01335,54149.7,54940.4,3.25E+00,5.30E-04
2026/8/25 03:23,MW2038B11820,A47,A05331,-0.0171,52819.4,52389.4,3.25E+00,5.30E-04
2026/8/25 03:23,MW2038B11818,A47,A05331,-0.05009,52070.5,51016.9,3.25E+00,5.30E-04
2026/8/25 03:22,MW2038B11945,A47,A05331,-0.03464,51596.6,50091.2,3.24E+00,5.10E-04
2026/8/25 03:22,MW2038B11819,A47,A05331,-0.01888,52067.3,52244.1,3.25E+00,5.20E-04
2026/8/25 03:22,MW2038B11817,A47,A05331,-0.04625,53278.8,51248.8,3.25E+00,5.10E-04
2026/8/25 03:21,MW2038B11928,A47,A05331,-0.09291,50951.5,53622.6,3.24E+00,5.10E-04
2026/8/25 03:21,MW2038B11469,CLL,A21581,-0.06323,52096.5,50887.9,3.22E+00,2.13E-03
2026/8/25 03:21,MW2038B11956,A47,A05331,-0.083,52894.1,51435.1,3.25E+00,5.20E-04
2026/8/25 03:21,MW2038B03435,A48,A22097,-0.04706,54971.1,50515.7,3.24E+00,5.90E-04
2026/8/25 03:20,MW2039B18389,A47,A05331,-0.09123,53440.9,51956.4,3.25E+00,4.90E-04
2026/8/25 03:20,MW2038B03442,A48,A22097,-0.02857,53271.2,51681.1,3.24E+00,5.60E-04
2026/8/25 03:20,MW2038B09909,C48,A23258,-0.0929,51355.6,49538.7,3.24E+00,5.20E-04
2026/8/25 03:19,MW2038B09910,C48,A23258,-0.05347,51996.8,52836.3,3.24E+00,5.40E-04
2026/8/25 03:19,MW2038B09911,A48,A23258,-0.08343,51477.7,54569.3,3.24E+00,5.20E-04
