ID,Time,PLCCellID_CE,PLCCellIDClass_CE,BacirEchk_CE,MESSENDOUTCELLPOS,MESSENDOUTCELLID,PLCTrayID_CE,K_Value,3.45V_mAH,3.5-2.8V_mAH,acirVP12_CE,acirRP12_CE,CellThicknessP12_CE,PLCStartTime_CE,PLCCompleteTme_CE
1818212,2026/8/19 02:22,MW2045B16826,AC20,NULL,10,                    ,A05974,-0.03255,53302.7,53087.5,3.23E+00,8.30E-04,17867,NULL,268
1818211,2026/8/19 02:22,MW2045B16825,AC20,NULL,10,                    ,A05974,-0.04521,53939.1,54409.4,3.23E+00,8.90E-04,18131,NULL,268
1818210,2026/8/19 02:21,MW2045B16246,AC20,NULL,10,                    ,A05974,-0.09426,53213.5,50230.8,3.24E+00,8.40E-04,18200,NULL,268
1818209,2026/8/19 02:21,MW2045B22044,AC20,NULL,10,                    ,A05974,-0.04928,53774.1,50589.3,3.23E+00,8.30E-04,18174,NULL,268
1818208,2026/8/19 02:21,MW2045B22047,AC20,NULL,10,                    ,A05974,-0.04819,54866.7,52908.2,3.23E+00,8.40E-04,18426,NULL,268
1818207,2026/8/19 02:20,MW2045B22051,AC20,NULL,10,                    ,A05974,-0.06978,53678.5,53818.8,3.23E+00,8.70E-04,18455,NULL,268
1818206,2026/8/19 02:20,MW2045B11261,AC20,NULL,10,                    ,A05974,-0.01185,54823.1,53776.3,3.24E+00,8.70E-04,18341,NULL,268
1818205,2026/8/19 02:19,MW2045B07531,AC20,NULL,10,                    ,A05974,-0.0529,50342.2,52671.6,3.23E+00,8.70E-04,18184,NULL,268
1818204,2026/8/19 02:19,MW2045B06472,AC20,NULL,10,                    ,A05974,-0.08804,51730.8,51072.1,3.24E+00,8.60E-04,18221,NULL,268
1818203,2026/8/19 02:19,MW2045B30899,A44,NULL,4,NULL,A19191,-0.0274,54621.3,50823.6,3.24E+00,7.90E-04,18722,NULL,268
1818202,2026/8/19 02:18,MW2045B17301,AC20,NULL,10,                    ,A05974,-0.07015,53432.5,51258.9,3.23E+00,8.30E-04,18064,NULL,268
1818201,2026/8/19 02:18,MW2045B27250,CHH,NULL,20,NULL,A19191,-0.05107,52809.1,54408.6,3.24E+00,7.70E-04,18695,NULL,268
1818200,2026/8/19 02:18,MW2045B17331,AC20,NULL,10,                    ,A05974,-0.0867,51023.3,50311.3,3.24E+00,8.40E-04,17975,NULL,268
1818199,2026/8/19 02:18,MW2045B30862,A44,NULL,4,NULL,A19191,-0.03184,51064.7,53411.4,3.23E+00,7.50E-04,18870,NULL,268
1818198,2026/8/19 02:18,MW2045B18775,AC20,NULL,10,                    ,A10953,-0.01443,51045.6,51374.1,3.23E+00,8.60E-04,18133,NULL,268
1818197,2026/8/19 02:17,MW2045B16888,CHH,NULL,20,NULL,A03518,-0.07213,51280.1,50221.3,3.24E+00,8.00E-04,18695,NULL,268
1818196,2026/8/19 02:17,MW2045B22496,AC20,NULL,10,                    ,A10953,-0.08854,51541.7,51412.1,3.23E+00,8.80E-04,18241,NULL,268
1818195,2026/8/19 02:17,MW2045B13669,B44,NULL,11,NULL,A03518,-0.03434,50474.3,53614.7,3.24E+00,7.00E-04,18637,NULL,268
1818194,2026/8/19 02:17,MW2045B23962,AC20,NULL,10,                    ,A10953,-0.01443,52001.7,50972.5,3.24E+00,8.90E-04,18220,NULL,268
1818193,2026/8/19 02:16,MW2045B13682,B45,NULL,12,NULL,A03518,-0.09443,50556.8,52441.5,3.23E+00,7.20E-04,18831,NULL,268
1818192,2026/8/19 02:16,MW2043B02134,AC20,NULL,10,                    ,A10953,-0.066,50179.5,53647.9,3.23E+00,8.50E-04,18444,NULL,268
1818191,2026/8/19 02:16,MW2045B23291,A47,NULL,7,NULL,A03518,-0.05389,53134.3,51684.3,3.23E+00,7.30E-04,18595,NULL,268
1818190,2026/8/19 02:16,MW2045B02434,AC20,NULL,10,                    ,A10953,-0.07016,53262.1,51883.6,3.23E+00,8.40E-04,17991,NULL,268
1818189,2026/8/19 02:16,MW2045B16868,AC20,NULL,10,                    ,A10953,-0.07186,54075.9,52022.1,3.23E+00,8.70E-04,18081,NULL,268
1818188,2026/8/19 02:16,MW2045B26956,A46,NULL,6,NULL,A03518,-0.07723,53192.7,54786.9,3.23E+00,8.00E-04,18686,NULL,268
1818187,2026/8/19 02:15,MW2045B16850,AC20,NULL,10,                    ,A10953,-0.07858,52010.1,53793.4,3.23E+00,8.90E-04,18045,NULL,268
1818186,2026/8/19 02:15,MW2045B29804,A47,NULL,7,NULL,A03518,-0.0853,53330.7,54900.7,3.23E+00,7.40E-04,18825,NULL,268
1818185,2026/8/19 02:15,MW2045B18988,AC20,NULL,10,                    ,A10953,-0.05682,50072.9,51267.1,3.23E+00,8.70E-04,18016,NULL,268
1818184,2026/8/19 02:15,MW2043B07792,A44,NULL,4,NULL,A03518,-0.02511,50937.8,51639.1,3.24E+00,7.70E-04,18912,NULL,268
1818183,2026/8/19 02:14,MW2045B18984,AC20,NULL,10,                    ,A10953,-0.07469,50612.4,52957.1,3.23E+00,8.80E-04,18015,NULL,268
1818182,2026/8/19 02:14,MW2043B07789,A44,NULL,4,NULL,A03518,-0.06812,52380.8,50149.1,3.23E+00,7.80E-04,18805,NULL,268
1818181,2026/8/19 02:14,MW2045B15987,AC20,NULL,10,                    ,A10953,-0.0342,54239.6,54050.9,3.24E+00,8.50E-04,18185,NULL,268
1818180,2026/8/19 02:14,MW2043B07785,A46,NULL,6,NULL,A03518,-0.04399,51849.5,53766.1,3.23E+00,8.00E-04,18774,NULL,268
1818179,2026/8/19 02:14,MW2045B23836,AC20,NULL,10,                    ,A10953,-0.07394,53664.8,53917.7,3.24E+00,8.40E-04,17953,NULL,268
1818178,2026/8/19 02:13,MW2043B10343,A46,NULL,6,NULL,A03518,-0.05868,54314.5,52958.8,3.23E+00,7.70E-04,18860,NULL,268
1818177,2026/8/19 02:13,MW2045B19210,AC20,NULL,10,                    ,A10953,-0.04815,52019.3,51993.2,3.24E+00,8.40E-04,18051,NULL,268
1818176,2026/8/19 02:13,MW2043B10340,A46,NULL,6,NULL,A03518,-0.08219,51108.1,52850.1,3.23E+00,7.60E-04,18843,NULL,268
1818175,2026/8/19 02:12,MW2043B07387,A46,NULL,6,NULL,A03518,-0.04159,52023.8,53635.4,3.23E+00,7.50E-04,18962,NULL,268
1818174,2026/8/19 02:06,MW2045B52296,AC20,NULL,10,                    ,A14283,-0.04557,51786.5,53955.2,3.24E+00,9.10E-04,18095,NULL,268
1818173,2026/8/19 02:06,MW2045B52295,AC20,NULL,10,                    ,A14283,-0.02366,53707.2,50863.2,3.24E+00,8.10E-04,18150,NULL,268
1818172,2026/8/19 02:05,MW2045B09575,AC20,NULL,10,                    ,A14283,-0.0276,51065.3,51710.5,3.24E+00,8.90E-04,18065,NULL,268
1818171,2026/8/19 02:05,MW2045B52845,AC20,NULL,10,                    ,A14283,-0.03286,54809.1,53836.6,3.24E+00,8.60E-04,18039,NULL,268
1818170,2026/8/19 02:05,MW2045B52828,AC20,NULL,10,                    ,A14283,-0.05582,54681.6,50681.3,3.24E+00,8.10E-04,18018,NULL,268
1818169,2026/8/19 02:04,MW2045B52840,AC20,NULL,10,                    ,A14283,-0.08881,54097.2,53796.5,3.24E+00,8.70E-04,17930,NULL,268
1818168,2026/8/19 02:04,MW2045B52860,AC20,NULL,10,                    ,A14283,-0.0998,52588.8,53246.8,3.24E+00,8.30E-04,17980,NULL,268
1818167,2026/8/19 02:03,MW2045B52857,AC20,NULL,10,                    ,A14283,-0.07955,52518.7,51760.3,3.24E+00,8.70E-04,17893,NULL,268
1818166,2026/8/19 02:03,MW2045B52287,CHH,NULL,20,NULL,A25230,-0.04766,53527.4,54261.7,3.25E+00,7.10E-04,18497,NULL,268
1818165,2026/8/19 02:03,MW2045B52858,AC20,NULL,10,                    ,A14283,-0.0879,51302.7,54591.5,3.24E+00,8.80E-04,18016,NULL,268
1818164,2026/8/19 02:02,MW2045B38107,A46,NULL,6,NULL,A25230,-0.04979,54778.7,53578.8,3.24E+00,7.40E-04,18608,NULL,268
1818163,2026/8/19 02:02,MW2045B52855,AC20,NULL,10,                    ,A14283,-0.098,50653.6,54231.9,3.24E+00,8.20E-04,17997,NULL,268
1818162,2026/8/19 02:02,MW2044B11027,A45,NULL,5,NULL,A25230,-0.06507,51237.7,53065.5,3.24E+00,7.70E-04,18330,NULL,268
1818161,2026/8/19 02:02,MW2045B52268,AC20,NULL,10,                    ,A14283,-0.01936,54378.8,51812.4,3.24E+00,8.20E-04,18005,NULL,268
1818160,2026/8/19 02:02,MW2044B21729,B45,NULL,12,NULL,A25230,-0.0689,54132.9,53455.3,3.24E+00,7.30E-04,18717,NULL,268
1818159,2026/8/19 02:02,MW2044B15342,AC20,NULL,10,                    ,A14283,-0.05756,53478.2,50973.8,3.24E+00,8.80E-04,18340,NULL,268
1818158,2026/8/19 02:01,MW2043B05883,A46,NULL,6,NULL,A25230,-0.01599,53493.8,52245.2,3.23E+00,7.90E-04,18743,NULL,268
1818157,2026/8/19 02:01,MW2045B52315,AC20,NULL,10,                    ,A11673,-0.02335,53383.7,54592.6,3.24E+00,8.40E-04,18129,NULL,268
1818156,2026/8/19 02:01,MW2045B51747,AC20,NULL,10,                    ,A11673,-0.078,53687.3,54720.9,3.24E+00,8.80E-04,18183,NULL,268
1818155,2026/8/19 02:01,MW2045B35038,A47,NULL,7,NULL,A25230,-0.01144,50864.3,53232.7,3.23E+00,7.90E-04,18813,NULL,268
1818154,2026/8/19 02:00,MW2045B52051,AC20,NULL,10,                    ,A11673,-0.05932,52293.3,52026.2,3.24E+00,8.30E-04,18410,NULL,268
1818153,2026/8/19 02:00,MW2045B29260,A47,NULL,7,NULL,A25230,-0.03401,52418.4,51112.6,3.23E+00,7.20E-04,18708,NULL,268
1818152,2026/8/19 02:00,MW2045B38501,AC20,NULL,10,                    ,A11673,-0.05589,51801.2,54488.1,3.24E+00,9.00E-04,18207,NULL,268
1818151,2026/8/19 02:00,MW2045B29263,A47,NULL,7,NULL,A25230,-0.01645,52052.9,51302.4,3.23E+00,7.50E-04,18651,NULL,268
1818150,2026/8/19 02:00,MW2045B38425,AC20,NULL,10,                    ,A11673,-0.09728,53882.6,53629.3,3.24E+00,8.40E-04,18286,NULL,268
1818149,2026/8/19 01:59,MW2045B29261,A47,NULL,7,NULL,A25230,-0.09952,54729.4,54086.7,3.23E+00,7.70E-04,18683,NULL,268
1818148,2026/8/19 01:59,MW2045B38178,AC20,NULL,10,                    ,A11673,-0.033,50774.2,53545.3,3.24E+00,8.80E-04,18277,NULL,268
1818147,2026/8/19 01:59,MW2045B52246,AC20,NULL,10,NULL,A25230,-0.05565,52465.9,50738.5,3.24E+00,8.10E-04,18725,NULL,268
1818146,2026/8/19 01:59,MW2045B51210,AC20,NULL,10,                    ,A11673,-0.06907,54228.5,54141.7,3.24E+00,8.30E-04,18208,NULL,268
1818145,2026/8/19 01:58,MW2045B52248,A44,NULL,4,NULL,A25230,-0.04054,51171.9,52967.7,3.24E+00,7.50E-04,18807,NULL,268
1818144,2026/8/19 01:58,MW2045B51216,AC20,NULL,10,                    ,A11673,-0.0523,51076.3,50845.4,3.24E+00,8.70E-04,18112,NULL,268
1818143,2026/8/19 01:58,MW2045B52258,C45,NULL,22,NULL,A25230,-0.02292,54912.6,53930.7,3.24E+00,7.00E-04,18643,NULL,268
1818142,2026/8/19 01:58,MW2045B38416,AC20,NULL,10,                    ,A11673,-0.01033,53452.9,52012.8,3.24E+00,8.20E-04,18161,NULL,268
1818141,2026/8/19 01:58,MW2044B15468,A45,NULL,5,NULL,A22424,-0.0891,50038.2,50756.8,3.24E+00,8.00E-04,18534,NULL,268
1818140,2026/8/19 01:58,MW2045B38318,AC20,NULL,10,                    ,A11673,-0.09036,50216.5,52761.7,3.24E+00,9.00E-04,18328,NULL,268
1818139,2026/8/19 01:57,MW2045B50913,AC20,NULL,10,                    ,A11673,-0.06713,51280.8,50520.4,3.24E+00,8.30E-04,18237,NULL,268
1818138,2026/8/19 01:57,MW2045B52228,CHH,NULL,20,NULL,A22424,-0.01845,53664.2,54927.9,3.24E+00,7.90E-04,18512,NULL,268
1818137,2026/8/19 01:57,MW2045B52239,AC20,NULL,10,                    ,A11673,-0.06752,54526.9,52061.7,3.24E+00,8.80E-04,18239,NULL,268
1818136,2026/8/19 01:57,MW2045B52226,CHH,NULL,20,NULL,A22424,-0.08541,50068.7,51910.6,3.24E+00,7.40E-04,18645,NULL,268
1818135,2026/8/19 01:56,MW2044B18838,AC20,NULL,10,                    ,A17306,-0.02674,53305.6,54864.1,3.24E+00,8.40E-04,18074,NULL,268
1818134,2026/8/19 01:56,MW2045B26345,A44,NULL,4,NULL,A22424,-0.09514,54878.7,50364.2,3.24E+00,8.00E-04,18594,NULL,268
1818133,2026/8/19 01:56,MW2044B18839,AC20,NULL,10,                    ,A17306,-0.06016,52670.5,51822.1,3.24E+00,8.70E-04,18201,NULL,268
1818132,2026/8/19 01:56,MW2045B26346,A45,NULL,5,NULL,A22424,-0.06199,53278.7,51561.9,3.24E+00,7.60E-04,18786,NULL,268
1818131,2026/8/19 01:56,MW2045B48012,AC20,NULL,10,                    ,A17306,-0.03169,54578.8,52185.9,3.24E+00,9.00E-04,18198,NULL,268
1818130,2026/8/19 01:55,MW2045B26349,C45,NULL,22,NULL,A22424,-0.08488,50690.9,53939.8,3.24E+00,7.90E-04,18862,NULL,268
1818129,2026/8/19 01:55,MW2045B48015,AC20,NULL,10,                    ,A17306,-0.08327,52212.8,50310.5,3.24E+00,9.00E-04,18153,NULL,268
1818128,2026/8/19 01:55,MW2045B26372,A45,NULL,5,NULL,A22424,-0.05079,52588.9,50670.4,3.24E+00,7.60E-04,18803,NULL,268
1818127,2026/8/19 01:55,MW2043B10186,AC20,NULL,10,                    ,A17306,-0.08645,52368.6,52276.4,3.23E+00,8.20E-04,18305,NULL,268
1818126,2026/8/19 01:54,MW2045B52202,A44,NULL,4,NULL,A22424,-0.03255,53302.7,53087.5,3.24E+00,7.20E-04,18638,NULL,268
1818125,2026/8/19 01:54,MW2043B05108,AC20,NULL,10,                    ,A17306,-0.04521,53939.1,54409.4,3.23E+00,8.50E-04,18343,NULL,268
1818124,2026/8/19 01:54,MW2045B52313,A45,NULL,5,NULL,A22424,-0.09426,53213.5,50230.8,3.24E+00,7.80E-04,18682,NULL,268
1818123,2026/8/19 01:54,MW2044B09654,AC20,NULL,10,                    ,A17306,-0.04928,53774.1,50589.3,3.23E+00,8.90E-04,18287,NULL,268
1818122,2026/8/19 01:53,MW2045B52316,A45,NULL,5,NULL,A22424,-0.04819,54866.7,52908.2,3.24E+00,7.70E-04,18792,NULL,268
1818121,2026/8/19 01:53,MW2044B15463,A46,NULL,6,NULL,A22424,-0.06978,53678.5,53818.8,3.23E+00,7.30E-04,18536,NULL,268
1818120,2026/8/19 01:52,MW2044B13958,AC20,NULL,10,                    ,A17306,-0.01185,54823.1,53776.3,3.24E+00,9.00E-04,18297,NULL,268
1818119,2026/8/19 01:52,MW2045B26366,C45,NULL,22,NULL,A22424,-0.0529,50342.2,52671.6,3.24E+00,7.70E-04,18656,NULL,268
1818118,2026/8/19 01:52,MW2044B10731,AC20,NULL,10,                    ,A17306,-0.08804,51730.8,51072.1,3.23E+00,8.80E-04,18325,NULL,268
1818117,2026/8/19 01:52,MW2043B06756,C45,NULL,22,NULL,A02134,-0.0274,54621.3,50823.6,3.23E+00,7.80E-04,18820,NULL,268
1818116,2026/8/19 01:52,MW2045B03790,AC20,NULL,10,                    ,A17306,-0.07015,53432.5,51258.9,3.24E+00,8.60E-04,17913,NULL,268
1818115,2026/8/19 01:51,MW2043B02481,A45,NULL,5,NULL,A02134,-0.05107,52809.1,54408.6,3.24E+00,7.80E-04,18804,NULL,268
1818114,2026/8/19 01:51,MW2045B11660,AC20,NULL,10,                    ,A17306,-0.0867,51023.3,50311.3,3.23E+00,8.80E-04,18194,NULL,268
1818113,2026/8/19 01:51,MW2043B06763,AC20,NULL,10,NULL,A02134,-0.03184,51064.7,53411.4,3.24E+00,8.10E-04,18907,NULL,268
1818112,2026/8/19 01:51,MW2044B04147,AC20,NULL,10,                    ,A17306,-0.01443,51045.6,51374.1,3.23E+00,8.70E-04,18358,NULL,268
1818111,2026/8/19 01:50,MW2043B02774,A48,NULL,8,NULL,A02134,-0.07213,51280.1,50221.3,3.23E+00,7.40E-04,18963,NULL,268
1818110,2026/8/19 01:50,MW2045B18824,AC20,NULL,10,                    ,A12374,-0.08854,51541.7,51412.1,3.23E+00,8.30E-04,18096,NULL,268
1818109,2026/8/19 01:50,MW2043B02868,C45,NULL,22,NULL,A02134,-0.03434,50474.3,53614.7,3.23E+00,7.60E-04,18818,NULL,268
1818108,2026/8/19 01:50,MW2045B24028,AC20,NULL,10,                    ,A12374,-0.01443,52001.7,50972.5,3.24E+00,8.40E-04,18143,NULL,268
1818107,2026/8/19 01:50,MW2043B02867,A45,NULL,5,NULL,A02134,-0.09443,50556.8,52441.5,3.23E+00,7.90E-04,18754,NULL,268
1818106,2026/8/19 01:50,MW2045B16574,AC20,NULL,10,                    ,A12374,-0.066,50179.5,53647.9,3.23E+00,8.40E-04,18171,NULL,268
1818105,2026/8/19 01:49,MW2043B02875,AC20,NULL,10,NULL,A02134,-0.05389,53134.3,51684.3,3.23E+00,8.10E-04,18668,NULL,268
1818104,2026/8/19 01:49,MW2045B24034,AC20,NULL,10,                    ,A12374,-0.07016,53262.1,51883.6,3.24E+00,9.00E-04,18000,NULL,268
1818103,2026/8/19 01:49,MW2043B03591,AC20,NULL,10,                    ,A12374,-0.07186,54075.9,52022.1,3.24E+00,8.60E-04,18298,NULL,268
1818102,2026/8/19 01:49,MW2043B02930,A46,NULL,6,NULL,A02134,-0.07723,53192.7,54786.9,3.23E+00,7.80E-04,19046,NULL,268
1818101,2026/8/19 01:48,MW2043B02881,CHH,NULL,20,NULL,A02134,-0.07858,52010.1,53793.4,3.24E+00,7.30E-04,18853,NULL,268
1818100,2026/8/19 01:48,MW2043B03740,AC20,NULL,10,                    ,A12374,-0.0853,53330.7,54900.7,3.24E+00,9.00E-04,18307,NULL,268
1818099,2026/8/19 01:48,MW2042B08790,A45,NULL,5,NULL,A02134,-0.05682,50072.9,51267.1,3.24E+00,7.90E-04,18705,NULL,268
1818098,2026/8/19 01:48,MW2043B03741,AC20,NULL,10,                    ,A12374,-0.02511,50937.8,51639.1,3.24E+00,8.80E-04,18342,NULL,268
1818097,2026/8/19 01:47,MW2043B03742,AC20,NULL,10,                    ,A12374,-0.07469,50612.4,52957.1,3.24E+00,8.80E-04,18283,NULL,268
1818096,2026/8/19 01:47,MW2042B08794,A45,NULL,5,NULL,A02134,-0.06812,52380.8,50149.1,3.24E+00,7.80E-04,18854,NULL,268
1818095,2026/8/19 01:47,MW2043B07028,AC20,NULL,10,                    ,A12374,-0.0342,54239.6,54050.9,3.23E+00,8.70E-04,18141,NULL,268
1818094,2026/8/19 01:47,MW2042B08796,A45,NULL,5,NULL,A02134,-0.04399,51849.5,53766.1,3.22E+00,7.80E-04,18754,NULL,268
1818093,2026/8/19 01:47,MW2043B07031,AC20,NULL,10,                    ,A12374,-0.07394,53664.8,53917.7,3.23E+00,8.30E-04,18442,NULL,268
1818092,2026/8/19 01:46,MW2045B48417,C44,NULL,21,NULL,A24597,-0.05868,54314.5,52958.8,3.23E+00,7.80E-04,18547,NULL,268
1818091,2026/8/19 01:46,MW2043B07067,AC20,NULL,10,                    ,A12374,-0.04815,52019.3,51993.2,3.23E+00,9.10E-04,18463,NULL,268
1818090,2026/8/19 01:46,MW2045B50452,A46,NULL,6,NULL,A24597,-0.08219,51108.1,52850.1,3.23E+00,7.80E-04,18682,NULL,268
1818089,2026/8/19 01:46,MW2043B02997,AC20,NULL,10,                    ,A12374,-0.04159,52023.8,53635.4,3.24E+00,8.30E-04,18283,NULL,268
1818088,2026/8/19 01:45,MW2045B50451,B46,NULL,13,NULL,A24597,-0.04557,51786.5,53955.2,3.23E+00,7.60E-04,18633,NULL,268
1818087,2026/8/19 01:45,MW2044B21925,AC20,NULL,10,                    ,A07417,-0.02366,53707.2,50863.2,3.24E+00,8.50E-04,18348,NULL,268
1818086,2026/8/19 01:45,MW2044B20139,A47,NULL,7,NULL,A24597,-0.0276,51065.3,51710.5,3.23E+00,7.30E-04,18553,NULL,268
1818085,2026/8/19 01:45,MW2044B21924,AC20,NULL,10,                    ,A07417,-0.03286,54809.1,53836.6,3.24E+00,9.00E-04,18395,NULL,268
1818084,2026/8/19 01:45,MW2044B20201,A47,NULL,7,NULL,A24597,-0.05582,54681.6,50681.3,3.23E+00,7.90E-04,18673,NULL,268
1818083,2026/8/19 01:45,MW2045B63784,AC20,NULL,10,                    ,A07417,-0.08881,54097.2,53796.5,3.24E+00,8.70E-04,18049,NULL,268
1818082,2026/8/19 01:44,MW2045B48451,A46,NULL,6,NULL,A24597,-0.0998,52588.8,53246.8,3.24E+00,7.80E-04,18658,NULL,268
1818081,2026/8/19 01:44,MW2045B61909,AC20,NULL,10,                    ,A07417,-0.07955,52518.7,51760.3,3.24E+00,8.80E-04,17910,NULL,268
1818080,2026/8/19 01:44,MW2045B46414,B46,NULL,13,NULL,A24597,-0.04766,53527.4,54261.7,3.24E+00,7.90E-04,18728,NULL,268
1818079,2026/8/19 01:44,MW2045B63846,AC20,NULL,10,                    ,A07417,-0.0879,51302.7,54591.5,3.24E+00,8.20E-04,17943,NULL,268
1818078,2026/8/19 01:43,MW2045B46413,B47,NULL,14,NULL,A24597,-0.04979,54778.7,53578.8,3.24E+00,7.70E-04,18697,NULL,268
1818077,2026/8/19 01:43,MW2044B26443,AC20,NULL,10,                    ,A07417,-0.098,50653.6,54231.9,3.24E+00,8.30E-04,18221,NULL,268
1818076,2026/8/19 01:43,MW2045B46416,B46,NULL,13,NULL,A24597,-0.06507,51237.7,53065.5,3.24E+00,8.00E-04,18594,NULL,268
1818075,2026/8/19 01:43,MW2044B26452,AC20,NULL,10,                    ,A07417,-0.01936,54378.8,51812.4,3.24E+00,8.40E-04,18178,NULL,268
1818074,2026/8/19 01:42,MW2044B24192,AC20,NULL,10,                    ,A07417,-0.0689,54132.9,53455.3,3.24E+00,8.60E-04,18008,NULL,268
1818073,2026/8/19 01:42,MW2044B19091,A48,NULL,8,NULL,A24597,-0.05756,53478.2,50973.8,3.23E+00,7.50E-04,18578,NULL,268
1818072,2026/8/19 01:42,MW2045B63581,AC20,NULL,10,                    ,A07417,-0.01599,53493.8,52245.2,3.24E+00,8.40E-04,18148,NULL,268
1818071,2026/8/19 01:42,MW2044B19069,A47,NULL,7,NULL,A24597,-0.02335,53383.7,54592.6,3.23E+00,7.60E-04,18423,NULL,268
1818070,2026/8/19 01:42,MW2045B63758,AC20,NULL,10,                    ,A07417,-0.078,53687.3,54720.9,3.24E+00,8.60E-04,18177,NULL,268
1818069,2026/8/19 01:41,MW2044B19070,AC20,NULL,10,NULL,A24597,-0.01144,50864.3,53232.7,3.24E+00,8.10E-04,18310,NULL,268
1818068,2026/8/19 01:41,MW2045B63452,AC20,NULL,10,                    ,A07417,-0.05932,52293.3,52026.2,3.24E+00,8.30E-04,18209,NULL,268
1818067,2026/8/19 01:41,MW2045B63616,AC20,NULL,10,                    ,A07417,-0.03401,52418.4,51112.6,3.24E+00,9.10E-04,18178,NULL,268
1818066,2026/8/19 01:37,MW2044B21926,C47,NULL,24,NULL,A06051,-0.05589,51801.2,54488.1,3.24E+00,7.30E-04,18697,NULL,268
1818065,2026/8/19 01:36,MW2044B01873,C46,NULL,23,NULL,A06051,-0.01645,52052.9,51302.4,3.24E+00,7.80E-04,18598,NULL,268
1818064,2026/8/19 01:36,MW2044B01875,C46,NULL,23,NULL,A06051,-0.09728,53882.6,53629.3,3.24E+00,7.70E-04,18558,NULL,268
1818063,2026/8/19 01:36,MW2044B01874,C46,NULL,23,NULL,A06051,-0.09952,54729.4,54086.7,3.24E+00,7.70E-04,18764,NULL,268
1818062,2026/8/19 01:35,MW2044B01876,C46,NULL,23,NULL,A06051,-0.033,50774.2,53545.3,3.24E+00,7.80E-04,18524,NULL,268
1818061,2026/8/19 01:35,MW2044B22007,AC20,NULL,10,                    ,A24697,-0.05565,52465.9,50738.5,3.24E+00,8.80E-04,18338,NULL,268
1818060,2026/8/19 01:35,MW2044B01877,C46,NULL,23,NULL,A06051,-0.06907,54228.5,54141.7,3.23E+00,7.90E-04,18640,NULL,268
1818059,2026/8/19 01:34,MW2044B23789,A46,NULL,6,NULL,A06051,-0.04054,51171.9,52967.7,3.24E+00,7.40E-04,18535,NULL,268
1818058,2026/8/19 01:34,MW2044B22003,AC20,NULL,10,                    ,A24697,-0.0523,51076.3,50845.4,3.24E+00,8.60E-04,18214,NULL,268
1818057,2026/8/19 01:34,MW2044B23792,A46,NULL,6,NULL,A06051,-0.02292,54912.6,53930.7,3.24E+00,7.30E-04,18442,NULL,268
1818056,2026/8/19 01:31,MW2044B23797,A47,NULL,7,NULL,A06051,-0.01033,53452.9,52012.8,3.24E+00,7.30E-04,18421,NULL,268
1818055,2026/8/19 01:30,MW2045B59223,AC20,NULL,10,                    ,A24697,-0.0891,50038.2,50756.8,3.24E+00,8.90E-04,18128,NULL,268
1818054,2026/8/19 01:30,MW2045B36440,A46,NULL,6,NULL,A06051,-0.09036,50216.5,52761.7,3.24E+00,7.70E-04,18810,NULL,268
1818053,2026/8/19 01:30,MW2045B59221,AC20,NULL,10,                    ,A24697,-0.06713,51280.8,50520.4,3.24E+00,8.50E-04,18101,NULL,268
1818052,2026/8/19 01:30,MW2044B15128,C47,NULL,24,NULL,A06051,-0.01845,53664.2,54927.9,3.24E+00,8.00E-04,18638,NULL,268
1818051,2026/8/19 01:29,MW2045B59220,AC20,NULL,10,                    ,A24697,-0.06752,54526.9,52061.7,3.24E+00,8.20E-04,18145,NULL,268
1818050,2026/8/19 01:29,MW2044B23631,C46,NULL,23,NULL,A06051,-0.08541,50068.7,51910.6,3.24E+00,7.70E-04,18680,NULL,268
1818049,2026/8/19 01:29,MW2044B22580,AC20,NULL,10,                    ,A24697,-0.02674,53305.6,54864.1,3.24E+00,8.10E-04,18182,NULL,268
1818048,2026/8/19 01:29,MW2045B26798,B46,NULL,13,NULL,A24525,-0.09514,54878.7,50364.2,3.23E+00,7.50E-04,18549,NULL,268
1818047,2026/8/19 01:29,MW2044B22558,AC20,NULL,10,                    ,A24697,-0.06016,52670.5,51822.1,3.24E+00,8.60E-04,18100,NULL,268
1818046,2026/8/19 01:28,MW2045B26800,B46,NULL,13,NULL,A24525,-0.06199,53278.7,51561.9,3.24E+00,7.50E-04,18339,NULL,268
1818045,2026/8/19 01:28,MW2044B03272,AC20,NULL,10,                    ,A24697,-0.03169,54578.8,52185.9,3.24E+00,9.00E-04,18429,NULL,268
1818044,2026/8/19 01:28,MW2045B26801,D46,NULL,29,NULL,A24525,-0.08488,50690.9,53939.8,3.24E+00,8.00E-04,18228,NULL,268
1818043,2026/8/19 01:28,MW2044B23966,AC20,NULL,10,                    ,A24697,-0.08327,52212.8,50310.5,3.24E+00,8.90E-04,18166,NULL,268
1818042,2026/8/19 01:27,MW2045B19910,A46,NULL,6,NULL,A24525,-0.05079,52588.9,50670.4,3.23E+00,7.50E-04,18655,NULL,268
1818041,2026/8/19 01:27,MW2045B30790,AC20,NULL,10,                    ,A24697,-0.08645,52368.6,52276.4,3.24E+00,8.40E-04,18418,NULL,268
1818040,2026/8/19 01:27,MW2045B19724,C45,NULL,22,NULL,A24525,-0.03255,53302.7,53087.5,3.23E+00,8.00E-04,18732,NULL,268
